numero_gaceta,entidad,fecha_publicacion,pagina_en_web,url,pagina
1,Senado de la República,2021-01-27,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_01.pdf,50
2,Senado de la República,2021-01-27,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_02.pdf,45
3,Senado de la República,2021-02-01,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_03.pdf,6
4,Senado de la República,2021-02-03,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_04.pdf,32
5,Senado de la República,2021-02-03,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_05.pdf,13
6,Cámara de Representantes,2021-02-04,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_06.pdf,38
7,Cámara de Representantes,2021-02-04,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_07.pdf,20
8,Cámara de Representantes,2021-02-08,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_08.pdf,39
9,Cámara de Representantes,2021-02-08,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_09.pdf,23
10,Cámara de Representantes,2021-02-09,71,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_10.pdf,121
11,Senado de la República,2021-02-10,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_11.pdf,34
12,Senado de la República,2021-02-10,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_12.pdf,20
13,Senado de la República,2021-02-10,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_13.pdf,5
14,Senado de la República,2021-02-11,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_14.pdf,15
15,Senado de la República,2021-02-11,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_15.pdf,34
16,Senado de la República,2021-02-11,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_16.pdf,11
17,Cámara de Representantes,2021-02-11,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_17.pdf,88
18,Cámara de Representantes,2021-02-11,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_18.pdf,23
19,Cámara de Representantes,2021-02-11,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_19.pdf,53
20,Senado de la República,2021-02-12,70,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_20.pdf,190
21,Senado de la República,2021-02-12,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_21.pdf,253
22,Senado de la República,2021-02-12,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_22.pdf,80
23,Senado de la República,2021-02-12,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_23.pdf,83
24,Senado de la República,2021-02-12,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_24.pdf,58
25,Senado de la República,2021-02-12,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_25.pdf,66
26,Senado de la República,2021-02-12,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_26.pdf,105
27,Senado de la República,2021-02-15,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_27.pdf,3
28,Cámara de Representantes,2021-02-15,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_28.pdf,9
29,Cámara de Representantes,2021-02-15,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_29.pdf,55
30,Cámara de Representantes,2021-02-15,69,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_30.pdf,34
31,Cámara de Representantes,2021-02-15,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_31.pdf,29
32,Cámara de Representantes,2021-02-15,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_32.pdf,55
33,Cámara de Representantes,2021-02-15,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_33.pdf,78
34,Cámara de Representantes,2021-02-15,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_34.pdf,46
35,Cámara de Representantes,2021-02-15,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_35.pdf,29
36,Senado de la República,2021-02-16,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_36.pdf,11
37,Cámara de Representantes,2021-02-16,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_37.pdf,16
38,Cámara de Representantes,2021-02-16,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_38.pdf,22
39,Cámara de Representantes,2021-02-17,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_39.pdf,261
40,Cámara de Representantes,2021-02-17,68,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_40.pdf,30
41,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_41.pdf,42
42,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_42.pdf,42
43,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_43.pdf,27
44,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_44.pdf,41
45,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_45.pdf,35
46,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_46.pdf,45
47,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_47.pdf,25
48,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_48.pdf,32
49,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_49.pdf,45
50,Cámara de Representantes,2021-02-17,67,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_50.pdf,17
51,Cámara de Representantes,2021-02-17,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_51.pdf,28
52,Cámara de Representantes,2021-02-17,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_52.pdf,16
53,Cámara de Representantes,2021-02-17,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_53.pdf,31
54,Cámara de Representantes,2021-02-17,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_54.pdf,38
55,Cámara de Representantes,2021-02-17,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_55.pdf,33
56,Cámara de Representantes,2021-02-17,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_56.pdf,26
57,Senado de la República,2021-02-18,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_57.pdf,69
58,Senado de la República,2021-02-18,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_58.pdf,38
59,Senado de la República,2021-02-18,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_59.pdf,10
60,Senado de la República,2021-02-18,66,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_60.pdf,19
61,Senado de la República,2021-02-22,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_61.pdf,25
62,Senado de la República,2021-02-22,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_62.pdf,26
63,Senado de la República,2021-02-22,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_63.pdf,27
64,Senado de la República,2021-02-22,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_64.pdf,32
65,Cámara de Representantes,2021-02-22,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_65.pdf,25
66,Cámara de Representantes,2021-02-22,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_66.pdf,29
67,Senado de la República,2021-02-22,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_67.pdf,44
68,Cámara de Representantes,2021-02-23,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_68.pdf,26
69,Cámara de Representantes,2021-02-23,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_69.pdf,35
70,Cámara de Representantes,2021-02-23,65,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_70.pdf,30
71,Cámara de Representantes,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_71.pdf,9
72,Cámara de Representantes,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_72.pdf,40
73,Cámara de Representantes,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_73.pdf,98
74,Cámara de Representantes,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_74.pdf,40
75,Cámara de Representantes,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_75.pdf,26
76,Cámara de Representantes,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_76.pdf,30
77,Cámara de Representantes,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_77.pdf,32
78,Cámara de Representantes,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_78.pdf,33
79,Senado de la República,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_79.pdf,75
80,Senado de la República,2021-02-24,64,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_80.pdf,149
81,Cámara de Representantes,2021-02-25,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_81.pdf,17
82,Cámara de Representantes,2021-02-25,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_82.pdf,12
83,Senado de la República,2021-02-26,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_83.pdf,19
84,Senado de la República,2021-02-26,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_84.pdf,26
85,Senado de la República,2021-02-26,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_85.pdf,15
86,Senado de la República,2021-03-01,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_86.pdf,8
87,Senado de la República,2021-03-01,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_87.pdf,96
88,Senado de la República,2021-03-01,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_88.pdf,80
89,Senado de la República,2021-03-01,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_89.pdf,32
90,Senado de la República,2021-03-02,63,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_90.pdf,118
92,Senado de la República,2021-03-02,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_92.pdf,54
93,Cámara de Representantes,2021-03-02,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_93.pdf,75
94,Cámara de Representantes,2021-03-02,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_94.pdf,81
95,Cámara de Representantes,2021-03-02,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_95.pdf,64
96,Cámara de Representantes,2021-03-02,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_96.pdf,29
97,Cámara de Representantes,2021-03-02,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_97.pdf,40
98,Senado de la República,2021-03-02,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_98.pdf,71
99,Senado de la República,2021-03-02,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_99.pdf,25
100,Cámara de Representantes,2021-03-03,62,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_100.pdf,8
101,Cámara de Representantes,2021-03-03,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_101.pdf,20
102,Cámara de Representantes,2021-03-03,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_102.pdf,19
103,Senado de la República,2021-03-04,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_103.pdf,7
104,Cámara de Representantes,2021-03-04,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_104.pdf,119
105,Senado de la República,2021-03-05,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_105.pdf,45
106,Senado de la República,2021-03-08,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_106.pdf,21
107,Senado de la República,2021-03-08,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_107.pdf,12
108,Senado de la República,2021-03-08,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_108.pdf,42
109,Senado de la República,2021-03-08,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_109.pdf,101
110,Senado de la República,2021-03-08,61,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_110.pdf,38
111,Senado de la República,2021-03-08,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_111.pdf,6
112,Senado de la República,2021-03-08,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_112.pdf,31
113,Senado de la República,2021-03-10,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_113.pdf,4
114,Cámara de Representantes,2021-03-10,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_114.pdf,28
115,Cámara de Representantes,2021-03-10,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_115.pdf,51
116,Cámara de Representantes,2021-03-10,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_116.pdf,26
117,Cámara de Representantes,2021-03-11,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_117.pdf,19
118,Cámara de Representantes,2021-03-11,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_118.pdf,21
119,Cámara de Representantes,2021-03-11,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_119.pdf,4
120,Senado de la República,2021-03-11,60,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_120.pdf,15
121,Cámara de Representantes,2021-03-11,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_121.pdf,124
122,Cámara de Representantes,2021-03-11,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_122.pdf,269
123,Cámara de Representantes,2021-03-11,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_123.pdf,12
124,Senado de la República,2021-03-12,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_124.pdf,43
125,Senado de la República,2021-03-15,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_125.pdf,15
126,Senado de la República,2021-03-15,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_126.pdf,27
127,Senado de la República,2021-03-15,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_127.pdf,18
128,Senado de la República,2021-03-15,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_128.pdf,28
129,Cámara de Representantes,2021-03-15,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_129.pdf,24
130,Cámara de Representantes,2021-03-15,59,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_130.pdf,14
131,Cámara de Representantes,2021-03-15,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_131.pdf,51
132,Cámara de Representantes,2021-03-15,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_132.pdf,52
133,Cámara de Representantes,2021-03-15,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_133.pdf,66
134,Senado de la República,2021-03-15,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_134.pdf,50
135,Cámara de Representantes,2021-03-16,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_135.pdf,18
136,Cámara de Representantes,2021-03-15,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_136.pdf,77
137,Cámara de Representantes,2021-03-16,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_137.pdf,73
138,Senado de la República,2021-03-17,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_138.pdf,23
139,Senado de la República,2021-03-17,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_139.pdf,26
140,Senado de la República,2021-03-18,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_140.pdf,39
141,Senado de la República,2021-03-18,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_141.pdf,71
142,Senado de la República,2021-03-18,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_142.pdf,39
143,Senado de la República,2021-03-18,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_143.pdf,11
144,Senado de la República,2021-03-18,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_144.pdf,84
145,Senado de la República,2021-03-18,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_145.pdf,24
146,Senado de la República,2021-03-18,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_146.pdf,13
147,Senado de la República,2021-03-18,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_147.pdf,32
148,Senado de la República,2021-03-19,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_148.pdf,96
149,Senado de la República,2021-03-19,57,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_149.pdf,157
150,Senado de la República,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_150.pdf,172
151,Senado de la República,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_151.pdf,269
152,Cámara de Representantes,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_152.pdf,22
153,Cámara de Representantes,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_153.pdf,26
154,Cámara de Representantes,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_154.pdf,20
155,Cámara de Representantes,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_155.pdf,22
156,Cámara de Representantes,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_156.pdf,24
157,Cámara de Representantes,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_157.pdf,31
158,Cámara de Representantes,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_158.pdf,31
159,Cámara de Representantes,2021-03-19,56,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_159.pdf,44
160,Senado de la República,2021-03-19,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_160.pdf,12
161,Senado de la República,2021-03-19,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_161.pdf,33
162,Senado de la República,2021-03-19,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_162.pdf,16
163,Cámara de Representantes,2021-03-23,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_163.pdf,44
164,Senado de la República,2021-03-23,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_164.pdf,24
165,Senado de la República,2021-03-23,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_165.pdf,25
166,Senado de la República,2021-03-23,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_166.pdf,20
167,Senado de la República,2021-03-23,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_167.pdf,23
168,Senado de la República,2021-03-23,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_168.pdf,17
169,Cámara de Representantes,2021-03-23,55,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_169.pdf,29
170,Cámara de Representantes,2021-03-23,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_170.pdf,29
171,Senado de la República,2021-03-23,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_171.pdf,116
172,Cámara de Representantes,2021-03-23,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_172.pdf,28
173,Senado de la República,2021-03-23,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_173.pdf,5
174,Senado de la República,2021-03-23,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_174.pdf,8
175,Senado de la República,2021-03-23,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_175.pdf,44
176,Senado de la República,2021-03-24,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_176.pdf,29
177,Senado de la República,2021-03-24,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_177.pdf,45
178,Cámara de Representantes,2021-03-24,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_178.pdf,121
179,Cámara de Representantes,2021-03-24,54,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_179.pdf,157
180,Senado de la República,2021-03-24,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_180.pdf,30
181,Senado de la República,2021-03-24,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_181.pdf,28
182,Senado de la República,2021-03-25,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_182.pdf,63
183,Senado de la República,2021-03-25,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_183.pdf,14
184,Senado de la República,2021-03-25,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_184.pdf,16
185,Senado de la República,2021-03-25,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_185.pdf,39
186,Cámara de Representantes,2021-03-25,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_186.pdf,23
187,Cámara de Representantes,2021-03-25,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_187.pdf,21
188,Senado de la República,2021-03-25,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_188.pdf,10
189,Cámara de Representantes,2021-03-26,53,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_189.pdf,22
190,Cámara de Representantes,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_190.pdf,28
191,Cámara de Representantes,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_191.pdf,23
192,Cámara de Representantes,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_192.pdf,25
193,Cámara de Representantes,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_193.pdf,26
194,Cámara de Representantes,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_194.pdf,26
195,Cámara de Representantes,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_195.pdf,27
196,Cámara de Representantes,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_196.pdf,35
197,Cámara de Representantes,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_197.pdf,216
198,Senado de la República,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_198.pdf,6
199,Senado de la República,2021-03-26,52,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_199.pdf,43
200,Senado de la República,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_200.pdf,34
201,Senado de la República,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_201.pdf,53
202,Senado de la República,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_202.pdf,11
203,Cámara de Representantes,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_203.pdf,36
204,Cámara de Representantes,2021-03-16,58,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_204.pdf,51
205,Cámara de Representantes,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_205.pdf,16
206,Cámara de Representantes,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_206.pdf,87
207,Cámara de Representantes,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_207.pdf,37
208,Cámara de Representantes,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_208.pdf,44
209,Cámara de Representantes,2021-03-26,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_209.pdf,18
210,Senado de la República,2021-03-30,51,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_210.pdf,4
211,Cámara de Representantes,2021-03-30,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_211.pdf,21
212,Senado de la República,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_212.pdf,17
213,Senado de la República,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_213.pdf,28
214,Senado de la República,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_214.pdf,11
215,Senado de la República,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_215.pdf,11
216,Cámara de Representantes,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_216.pdf,9
217,Senado de la República,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_217.pdf,48
218,Senado de la República,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_218.pdf,41
219,Senado de la República,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_219.pdf,103
220,Senado de la República,2021-04-05,50,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_220.pdf,63
221,Senado de la República,2021-04-05,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_221.pdf,26
222,Senado de la República,2021-04-05,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_222.pdf,10
223,Senado de la República,2021-04-06,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_223.pdf,16
224,Cámara de Representantes,2021-04-06,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_224.pdf,29
225,Cámara de Representantes,2021-04-06,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_225.pdf,108
226,Senado de la República,2021-04-06,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_226.pdf,32
227,Senado de la República,2021-04-07,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_227.pdf,26
228,Senado de la República,2021-04-07,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_228.pdf,16
229,Senado de la República,2021-04-07,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_229.pdf,22
230,Cámara de Representantes,2021-04-07,49,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_230.pdf,24
231,Senado de la República,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_231.pdf,24
232,Cámara de Representantes,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_232.pdf,12
233,Senado de la República,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_233.pdf,25
234,Senado de la República,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_234.pdf,24
235,Senado de la República,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_235.pdf,106
236,Senado de la República,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_236.pdf,25
