numero_gaceta,entidad,fecha_publicacion,pagina_en_web,url,pagina
237,Cámara de Representantes,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_237.pdf,196
238,Cámara de Representantes,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_238.pdf,140
239,Senado de la República,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_239.pdf,25
240,Senado de la República,2021-04-07,48,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_240.pdf,25
241,Senado de la República,2021-04-07,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_241.pdf,28
242,Senado de la República,2021-04-08,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_242.pdf,59
243,Cámara de Representantes,2021-04-08,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_243.pdf,88
244,Senado de la República,2021-04-08,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_244.pdf,11
245,Cámara de Representantes,2021-04-08,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_245.pdf,26
246,Cámara de Representantes,2021-04-08,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_246.pdf,24
247,Cámara de Representantes,2021-04-08,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_247.pdf,29
248,Cámara de Representantes,2021-04-08,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_248.pdf,22
249,Senado de la República,2021-04-09,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_249.pdf,36
250,Senado de la República,2021-04-09,47,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_250.pdf,40
251,Senado de la República,2021-04-09,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_251.pdf,33
252,Senado de la República,2021-04-09,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_252.pdf,15
253,Senado de la República,2021-04-12,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_253.pdf,52
254,Senado de la República,2021-04-12,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_254.pdf,31
255,Senado de la República,2021-04-12,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_255.pdf,41
256,Senado de la República,2021-04-12,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_256.pdf,36
257,Senado de la República,2021-04-12,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_257.pdf,40
258,Senado de la República,2021-04-12,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_258.pdf,28
259,Senado de la República,2021-04-12,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_259.pdf,21
260,Senado de la República,2021-04-12,46,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_260.pdf,48
261,Senado de la República,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_261.pdf,16
262,Senado de la República,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_262.pdf,53
263,Senado de la República,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_263.pdf,45
264,Senado de la República,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_264.pdf,37
265,Senado de la República,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_265.pdf,6
266,Cámara de Representantes,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_266.pdf,18
267,Cámara de Representantes,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_267.pdf,245
268,Cámara de Representantes,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_268.pdf,15
269,Cámara de Representantes,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_269.pdf,20
270,Cámara de Representantes,2021-04-12,45,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_270.pdf,27
271,Cámara de Representantes,2021-04-12,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_271.pdf,4
272,Senado de la República,2021-04-12,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_272.pdf,7
273,Senado de la República,2021-04-13,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_273.pdf,27
274,Senado de la República,2021-04-13,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_274.pdf,51
275,Senado de la República,2021-04-13,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_275.pdf,63
276,Senado de la República,2021-04-13,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_276.pdf,4
277,Senado de la República,2021-04-13,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_277.pdf,15
278,Senado de la República,2021-04-13,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_278.pdf,9
279,Senado de la República,2021-04-14,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_279.pdf,16
280,Senado de la República,2021-04-14,44,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_280.pdf,8
281,Senado de la República,2021-04-14,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_281.pdf,34
282,Senado de la República,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_282.pdf,30
283,Senado de la República,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_283.pdf,12
284,Senado de la República,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_284.pdf,12
285,Cámara de Representantes,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_285.pdf,122
286,Cámara de Representantes,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_286.pdf,88
287,Cámara de Representantes,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_287.pdf,149
288,Cámara de Representantes,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_288.pdf,49
289,Cámara de Representantes,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_289.pdf,81
290,Senado de la República,2021-04-15,43,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_290.pdf,5
291,Cámara de Representantes,2021-04-15,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_291.pdf,32
292,Senado de la República,2021-04-16,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_292.pdf,22
293,Senado de la República,2021-04-16,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_293.pdf,26
294,Senado de la República,2021-04-16,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_294.pdf,44
295,Cámara de Representantes,2021-04-16,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_295.pdf,28
296,Cámara de Representantes,2021-04-16,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_296.pdf,28
297,Cámara de Representantes,2021-04-16,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_297.pdf,162
298,Cámara de Representantes,2021-04-16,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_298.pdf,152
299,Senado de la República,2021-04-19,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_299.pdf,9
300,Senado de la República,2021-04-19,42,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_300.pdf,8
301,Cámara de Representantes,2021-04-19,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_301.pdf,40
302,Senado de la República,2021-04-20,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_302.pdf,16
303,Cámara de Representantes,2021-04-20,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_303.pdf,27
304,Senado de la República,2021-04-20,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_304.pdf,25
305,Senado de la República,2021-04-20,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_305.pdf,15
306,Senado de la República,2021-04-20,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_306.pdf,28
307,Senado de la República,2021-04-20,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_307.pdf,42
308,Senado de la República,2021-04-21,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_308.pdf,11
309,Cámara de Representantes,2021-04-22,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_309.pdf,30
310,Cámara de Representantes,2021-04-22,41,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_310.pdf,34
311,Cámara de Representantes,2021-04-22,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_311.pdf,33
312,Senado de la República,2021-04-22,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_312.pdf,9
313,Cámara de Representantes,2021-04-22,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_313.pdf,72
314,Senado de la República,2021-04-22,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_314.pdf,20
315,Senado de la República,2021-04-22,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_315.pdf,18
316,Senado de la República,2021-04-22,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_316.pdf,11
317,Cámara de Representantes,2021-04-23,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_317.pdf,51
318,Cámara de Representantes,2021-04-23,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_318.pdf,81
319,Cámara de Representantes,2021-04-23,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_319.pdf,20
320,Cámara de Representantes,2021-04-23,40,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_320.pdf,54
321,Cámara de Representantes,2021-04-23,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_321.pdf,33
322,Cámara de Representantes,2021-04-23,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_322.pdf,20
323,Cámara de Representantes,2021-04-23,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_323.pdf,12
324,Cámara de Representantes,2021-04-26,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_324.pdf,44
325,Cámara de Representantes,2021-04-26,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_325.pdf,31
326,Cámara de Representantes,2021-04-26,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_326.pdf,32
327,Senado de la República,2021-04-26,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_327.pdf,12
328,Cámara de Representantes,2021-04-26,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_328.pdf,21
329,Senado de la República,2021-04-26,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_329.pdf,21
330,Cámara de Representantes,2021-04-26,39,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_330.pdf,17
331,Cámara de Representantes,2021-04-26,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_331.pdf,18
332,Cámara de Representantes,2021-04-26,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_332.pdf,43
333,Cámara de Representantes,2021-04-26,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_333.pdf,76
334,Cámara de Representantes,2021-04-26,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_334.pdf,122
335,Senado de la República,2021-04-27,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_335.pdf,96
336,Cámara de Representantes,2021-04-27,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_336.pdf,31
337,Senado de la República,2021-04-27,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_337.pdf,21
338,Senado de la República,2021-04-27,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_338.pdf,20
339,Senado de la República,2021-04-27,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_339.pdf,9
340,Cámara de Representantes,2021-04-27,38,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_340.pdf,58
341,Senado de la República,2021-04-27,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_341.pdf,10
342,Cámara de Representantes,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_342.pdf,33
343,Cámara de Representantes,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_343.pdf,29
344,Cámara de Representantes,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_344.pdf,18
345,Cámara de Representantes,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_345.pdf,28
346,Cámara de Representantes,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_346.pdf,20
347,Senado de la República,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_347.pdf,10
348,Senado de la República,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_348.pdf,52
349,Senado de la República,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_349.pdf,60
350,Cámara de Representantes,2021-04-28,37,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_350.pdf,10
351,Cámara de Representantes,2021-04-28,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_351.pdf,26
352,Senado de la República,2021-04-29,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_352.pdf,134
353,Senado de la República,2021-04-29,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_353.pdf,16
354,Senado de la República,2021-04-29,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_354.pdf,17
355,Cámara de Representantes,2021-04-30,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_355.pdf,112
356,Cámara de Representantes,2021-04-30,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_356.pdf,23
357,Cámara de Representantes,2021-04-30,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_357.pdf,25
358,Cámara de Representantes,2021-04-30,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_358.pdf,23
359,Cámara de Representantes,2021-04-30,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_359.pdf,39
360,Senado de la República,2021-04-30,36,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_360.pdf,62
361,Senado de la República,2021-04-30,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_361.pdf,17
362,Cámara de Representantes,2021-04-30,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_362.pdf,13
363,Senado de la República,2021-04-30,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_363.pdf,18
364,Senado de la República,2021-05-03,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_364.pdf,13
365,Senado de la República,2021-05-03,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_365.pdf,5
366,Senado de la República,2021-05-03,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_366.pdf,9
367,Senado de la República,2021-05-03,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_367.pdf,15
368,Cámara de Representantes,2021-05-03,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_368.pdf,6
369,Senado de la República,2021-05-03,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_369.pdf,5
370,Senado de la República,2021-05-04,35,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_370.pdf,10
371,Senado de la República,2021-05-04,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_371.pdf,38
372,Senado de la República,2021-05-04,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_372.pdf,48
373,Senado de la República,2021-05-04,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_373.pdf,34
374,Senado de la República,2021-05-04,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_374.pdf,15
375,Senado de la República,2021-05-04,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_375.pdf,32
376,Senado de la República,2021-05-04,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_376.pdf,19
377,Senado de la República,2021-05-05,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_377.pdf,38
378,Cámara de Representantes,2021-05-05,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_378.pdf,37
379,Senado de la República,2021-05-05,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_379.pdf,39
380,Senado de la República,2021-05-05,34,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_380.pdf,21
381,Senado de la República,2021-05-05,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_381.pdf,27
382,Senado de la República,2021-05-05,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_382.pdf,38
383,Cámara de Representantes,2021-05-05,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_383.pdf,15
384,Cámara de Representantes,2021-05-06,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_384.pdf,48
385,Cámara de Representantes,2021-05-06,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_385.pdf,41
386,Cámara de Representantes,2021-05-06,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_386.pdf,38
387,Cámara de Representantes,2021-05-06,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_387.pdf,37
388,Senado de la República,2021-05-06,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_388.pdf,25
389,Senado de la República,2021-05-06,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_389.pdf,22
390,Senado de la República,2021-05-06,33,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_390.pdf,20
391,Senado de la República,2021-05-06,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_391.pdf,11
392,Senado de la República,2021-05-06,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_392.pdf,11
393,Cámara de Representantes,2021-05-07,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_393.pdf,125
394,Cámara de Representantes,2021-05-07,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_394.pdf,110
395,Cámara de Representantes,2021-05-07,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_395.pdf,102
396,Cámara de Representantes,2021-05-07,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_396.pdf,26
397,Senado de la República,2021-05-07,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_397.pdf,6
398,Senado de la República,2021-05-07,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_398.pdf,26
399,Cámara de Representantes,2021-05-07,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_399.pdf,25
400,Cámara de Representantes,2021-05-07,32,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_400.pdf,25
401,Cámara de Representantes,2021-05-07,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_401.pdf,23
402,Senado de la República,2021-05-07,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_402.pdf,12
403,Cámara de Representantes,2021-05-07,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_403.pdf,16
404,Senado de la República,2021-05-10,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_404.pdf,24
405,Senado de la República,2021-05-10,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_405.pdf,9
406,Senado de la República,2021-05-10,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_406.pdf,19
407,Senado de la República,2021-05-11,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_407.pdf,17
408,Cámara de Representantes,2021-05-11,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_408.pdf,16
409,Senado de la República,2021-05-12,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_409.pdf,16
410,Senado de la República,2021-05-12,31,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_410.pdf,19
411,Senado de la República,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_411.pdf,8
412,Senado de la República,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_412.pdf,23
413,Senado de la República,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_413.pdf,16
414,Cámara de Representantes,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_414.pdf,24
415,Cámara de Representantes,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_415.pdf,30
416,Cámara de Representantes,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_416.pdf,33
417,Cámara de Representantes,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_417.pdf,31
418,Cámara de Representantes,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_418.pdf,17
419,Cámara de Representantes,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_419.pdf,13
420,Cámara de Representantes,2021-05-12,30,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_420.pdf,33
421,Senado de la República,2021-05-13,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_421.pdf,15
422,Senado de la República,2021-05-13,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_422.pdf,18
423,Senado de la República,2021-05-13,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_423.pdf,7
424,Cámara de Representantes,2021-05-13,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_424.pdf,18
425,Cámara de Representantes,2021-05-13,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_425.pdf,11
426,Cámara de Representantes,2021-05-13,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_426.pdf,5
427,Senado de la República,2021-05-14,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_427.pdf,24
428,Senado de la República,2021-05-14,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_428.pdf,9
429,Senado de la República,2021-05-14,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_429.pdf,40
430,Senado de la República,2021-05-14,29,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_430.pdf,10
431,Senado de la República,2021-05-14,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_431.pdf,54
432,Senado de la República,2021-05-14,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_432.pdf,13
433,Senado de la República,2021-05-14,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_433.pdf,6
434,Cámara de Representantes,2021-05-14,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_434.pdf,21
435,Cámara de Representantes,2021-05-14,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_435.pdf,23
436,Cámara de Representantes,2021-05-14,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_436.pdf,31
437,Senado de la República,2021-05-18,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_437.pdf,15
438,Senado de la República,2021-05-18,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_438.pdf,19
439,Senado de la República,2021-05-18,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_439.pdf,34
440,Senado de la República,2021-05-18,28,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_440.pdf,28
441,Senado de la República,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_441.pdf,22
442,Senado de la República,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_442.pdf,46
443,Senado de la República,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_443.pdf,49
444,Senado de la República,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_444.pdf,35
445,Cámara de Representantes,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_445.pdf,14
446,Cámara de Representantes,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_446.pdf,16
447,Senado de la República,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_447.pdf,11
448,Senado de la República,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_448.pdf,11
449,Senado de la República,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_449.pdf,17
450,Senado de la República,2021-05-18,27,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_450.pdf,13
451,Senado de la República,2021-05-19,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_451.pdf,12
452,Senado de la República,2021-05-19,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_452.pdf,19
453,Senado de la República,2021-05-19,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_453.pdf,16
454,Senado de la República,2021-05-19,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_454.pdf,28
455,Senado de la República,2021-05-20,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_455.pdf,8
456,Senado de la República,2021-05-20,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_456.pdf,22
457,Senado de la República,2021-05-20,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_457.pdf,39
458,Senado de la República,2021-05-20,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_458.pdf,18
459,Senado de la República,2021-05-20,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_459.pdf,35
460,Senado de la República,2021-05-20,26,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_460.pdf,3
461,Senado de la República,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_461.pdf,28
462,Senado de la República,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_462.pdf,22
463,Cámara de Representantes,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_463.pdf,32
464,Cámara de Representantes,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_464.pdf,28
465,Cámara de Representantes,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_465.pdf,28
466,Senado de la República,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_466.pdf,48
467,Cámara de Representantes,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_467.pdf,77
468,Cámara de Representantes,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_468.pdf,68
469,Cámara de Representantes,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_469.pdf,150
470,Cámara de Representantes,2021-05-21,25,http://s3-us-west-1.amazonaws.com/gacetas/gaceta_470.pdf,153
